connection_count,destination_server_reset_error_rate,destination_host_count,reset_error_rate,destination_different_server_rate,destination_server_syn_error_rate,destination_server_different_host_rate,server_syn_error_rate,destination_reset_error_rate,server_request_count,destination_host_server_count,destination_same_server_rate,different_server_rate,destination_same_source_port_rate,same_server_rate,fragment_errors,server_different_host_rate,protocol_udp,connection_status_RSTO,connection_status_RSTR,connection_status_S0,connection_status_S1,service_type_IRC,service_type_Z39_50,service_type_bgp,service_type_courier,service_type_ctf,service_type_daytime,service_type_discard,service_type_domain,service_type_eco_i,service_type_ecr_i,service_type_efs,service_type_exec,service_type_ftp_data,service_type_gopher,service_type_http_443,service_type_imap4,service_type_iso_tsap,service_type_klogin,service_type_ldap,service_type_link,service_type_login,service_type_mtp,service_type_name,service_type_netbios_ssn,service_type_netstat,service_type_nnsp,service_type_nntp,service_type_other,service_type_private,service_type_smtp,service_type_ssh,service_type_sunrpc,service_type_supdup,service_type_systat,service_type_telnet,service_type_urp_i,service_type_uucp,service_type_uucp_path,service_type_vmnet,class
1,0.0,255,0.0,0.01,0.0,0.0,0.0,0.0,1,214,0.84,0.0,0.0,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,159,0.0,0.03,0.0,0.0,0.0,0.0,1,1,0.01,0.0,0.01,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal
353,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,353,255,1.0,0.0,0.0,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,8,0.0,0.25,0.0,0.0,0.0,0.0,1,4,0.5,0.0,0.12,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,30,0.0,0.07,0.0,0.02,0.0,0.0,1,121,0.83,0.0,0.03,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
1,0.0,195,0.0,0.02,0.0,0.01,0.0,0.0,1,187,0.68,0.0,0.01,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
4,0.0,137,0.0,0.02,0.0,0.0,0.0,0.0,1,122,0.89,0.5,0.01,0.25,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,157,0.0,0.03,0.0,0.01,0.0,0.0,1,134,0.54,0.0,0.01,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
1,0.0,3,0.0,0.67,0.0,0.0,0.0,0.0,1,2,0.67,0.0,0.33,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
13,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,20,255,1.0,0.0,0.0,1.0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
11,0.0,11,0.0,0.0,0.0,0.06,0.0,0.0,11,255,1.0,0.0,0.09,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,112,0.0,0.02,0.0,0.0,0.0,0.0,1,48,0.43,0.0,0.43,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,4,0.0,0.0,0.0,0.06,0.0,0.0,1,254,1.0,0.0,0.25,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,210,0.0,0.0,0.0,0.01,0.0,0.0,2,255,1.0,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
8,0.0,23,0.0,0.0,0.0,0.02,0.0,0.0,8,255,1.0,0.0,0.04,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
18,0.0,255,0.0,0.02,0.0,0.0,0.0,0.03,18,72,0.28,0.0,0.28,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,7,0.0,0.0,0.0,0.07,0.0,0.0,2,255,1.0,0.0,0.14,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
74,0.0,255,0.0,0.01,0.0,0.0,0.0,0.0,79,254,1.0,0.0,0.0,1.0,0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
20,0.0,147,0.0,0.0,0.0,0.04,0.0,0.0,20,255,1.0,0.0,0.01,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,171,0.0,0.02,0.0,0.01,0.0,0.0,1,245,0.95,0.0,0.01,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
116,0.0,255,0.0,0.01,0.0,0.0,0.0,0.0,118,227,0.89,0.0,0.0,1.0,0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
11,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,15,255,1.0,0.0,0.0,1.0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,255,0.0,0.02,0.69,0.0,0.0,0.0,1,54,0.21,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal
6,0.0,75,0.0,0.07,0.0,0.02,0.0,0.0,7,85,0.45,0.0,0.47,1.0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
19,0.0,255,0.0,0.0,0.01,0.0,0.0,0.0,29,255,1.0,0.0,0.0,1.0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,255,0.0,0.01,0.0,0.0,0.0,0.0,1,251,0.98,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,21,0.0,0.1,0.0,0.01,0.0,0.0,3,242,0.86,0.0,0.05,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
1,0.0,255,0.0,0.02,0.07,0.0,0.0,0.0,1,15,0.06,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,128,0.0,0.04,0.0,0.02,0.0,0.0,1,114,0.52,0.0,0.01,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
3,0.0,39,0.0,0.0,0.0,0.06,0.0,0.0,3,255,1.0,0.0,0.03,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
41,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,47,255,1.0,0.0,0.0,1.0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,1,0.0,0.0,0.0,0.05,0.0,0.0,1,255,1.0,0.0,1.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0.0,19,0.0,0.0,0.0,0.03,0.0,0.05,6,255,1.0,0.0,0.05,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.9,47,0.0,0.0,0.0,0.15,0.0,0.64,1,255,1.0,0.0,0.02,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0.0,34,0.0,0.0,0.0,0.08,0.0,0.0,8,195,1.0,0.0,0.03,1.0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,109,0.0,0.02,0.0,0.01,0.0,0.0,2,238,0.94,0.0,0.01,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
1,0.0,248,0.0,0.01,0.78,0.02,0.0,0.0,1,129,0.49,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
76,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,156,255,1.0,0.0,0.0,1.0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2,0.0,177,0.0,0.01,0.0,0.0,0.0,0.0,2,151,0.85,0.0,0.01,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,normal
213,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,213,255,1.0,0.0,0.0,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.4,255,1.0,0.06,0.0,0.0,0.0,0.01,1,5,0.02,0.0,0.0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal
3,0.0,16,0.0,0.12,0.0,0.0,0.0,0.0,4,15,0.94,0.67,0.06,0.33,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
236,0.0,125,0.0,0.02,0.0,0.0,0.0,0.0,235,92,0.74,0.01,0.14,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,255,0.0,0.06,0.0,0.0,0.0,0.0,1,7,0.03,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
14,0.01,39,0.0,0.0,0.0,0.06,0.0,0.0,14,255,1.0,0.0,0.03,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,10,0.0,0.2,0.0,0.02,0.0,0.0,1,152,0.9,0.0,0.1,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
1,0.04,115,0.0,0.03,0.0,0.02,0.0,0.03,2,115,0.43,0.0,0.01,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
2,0.0,124,0.0,0.04,0.06,0.12,0.5,0.0,2,17,0.06,0.0,0.02,1.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
10,0.0,40,0.0,0.0,0.0,0.04,0.0,0.0,10,255,1.0,0.0,0.03,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
4,0.0,4,0.0,0.0,0.0,0.01,0.0,0.0,4,255,1.0,0.0,0.25,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
4,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,5,255,1.0,0.0,0.0,1.0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
14,0.0,14,0.0,0.0,0.0,0.03,0.0,0.0,14,250,1.0,0.0,0.07,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
24,0.0,24,0.0,0.0,0.0,0.04,0.0,0.0,24,255,1.0,0.0,0.04,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
20,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,43,255,1.0,0.0,0.0,1.0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
7,0.0,85,0.0,0.0,0.0,0.04,0.0,0.0,7,255,1.0,0.0,0.01,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
11,0.0,208,0.0,0.0,0.0,0.0,0.0,0.0,14,208,1.0,0.0,0.0,1.0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,89,0.0,0.07,0.01,0.01,0.0,0.0,1,146,0.6,0.0,0.01,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
200,0.0,255,0.0,0.01,0.0,0.0,0.0,0.0,280,253,0.99,0.0,0.0,1.0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
10,0.0,30,0.0,0.0,0.0,0.04,0.0,0.0,10,255,1.0,0.0,0.03,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
4,0.0,4,0.0,0.0,0.0,0.05,0.0,0.0,8,255,1.0,0.0,0.25,1.0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2,0.0,2,0.0,0.0,0.0,0.07,0.0,0.0,2,255,1.0,0.0,0.5,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,255,0.0,0.71,0.0,0.0,0.0,0.0,2,12,0.05,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
1,0.96,7,1.0,0.0,0.0,0.21,0.0,1.0,1,243,1.0,0.0,0.14,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
86,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,166,255,1.0,0.0,0.01,1.0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
6,0.01,255,0.0,0.0,0.0,0.0,0.0,0.01,6,255,1.0,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
12,0.56,12,0.0,0.0,0.0,0.16,0.0,0.0,12,255,1.0,0.0,0.08,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
244,0.0,255,0.0,0.01,0.0,0.0,0.0,0.0,248,219,0.86,0.0,0.01,1.0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.69,4,1.0,0.0,0.0,0.04,0.0,1.0,3,213,1.0,0.0,0.25,1.0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
111,0.0,255,0.0,0.01,0.0,0.0,0.0,0.0,111,254,1.0,0.0,0.01,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
25,0.0,53,0.0,0.0,0.0,0.04,0.0,0.0,48,255,1.0,0.0,0.02,1.0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
4,0.0,15,0.0,0.0,0.0,0.02,0.0,0.0,4,255,1.0,0.0,0.07,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
18,0.0,150,0.0,0.0,0.01,0.02,0.07,0.0,45,255,1.0,0.0,0.01,1.0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,86,0.0,0.03,0.0,0.0,0.0,0.0,2,76,0.88,0.0,0.01,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
3,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,3,146,1.0,0.0,0.01,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
20,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,21,255,1.0,0.0,0.0,1.0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
9,0.0,9,0.0,0.0,0.0,0.01,0.0,0.0,18,255,1.0,0.0,0.11,1.0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
27,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,27,255,1.0,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
10,0.0,10,0.0,0.0,0.0,0.05,0.0,0.0,10,98,1.0,0.0,0.1,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
41,0.76,86,0.02,0.0,0.0,0.1,0.0,0.33,43,255,1.0,0.0,0.01,1.0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,4,0.0,0.0,0.0,0.05,0.0,0.0,31,255,1.0,0.0,0.25,1.0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
42,0.0,230,0.0,0.0,0.0,0.01,0.0,0.0,43,255,1.0,0.0,0.0,1.0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,190,0.0,0.02,0.0,0.01,0.0,0.0,2,176,0.68,0.0,0.01,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
13,0.01,255,0.0,0.0,0.0,0.0,0.0,0.01,14,255,1.0,0.0,0.0,1.0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
407,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,407,255,1.0,0.0,1.0,1.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,normal
79,0.0,255,0.0,0.01,0.0,0.0,0.0,0.0,159,254,1.0,0.0,0.0,1.0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
29,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,33,255,1.0,0.0,0.0,1.0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2,0.0,198,0.0,0.03,0.0,0.06,0.0,0.0,3,36,0.11,1.0,0.11,0.5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,3,0.0,0.0,0.0,0.01,0.0,0.0,4,195,1.0,0.0,0.33,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
6,0.0,129,0.0,0.09,0.01,0.0,0.0,0.0,6,70,0.54,0.0,0.61,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1,0.0,195,0.0,0.02,0.0,0.0,0.0,0.0,1,41,0.21,0.0,0.21,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
