destination_different_server_rate,destination_server_reset_error_rate,different_server_rate,destination_host_count,reset_error_rate,destination_host_server_count,same_server_rate,server_syn_error_rate,destination_same_source_port_rate,destination_same_server_rate,fragment_errors,destination_reset_error_rate,destination_server_different_host_rate,server_different_host_rate,destination_server_syn_error_rate,server_request_count,connection_count,service_type_IRC,service_type_Z39_50,service_type_bgp,service_type_courier,service_type_ctf,service_type_daytime,service_type_discard,service_type_domain,service_type_eco_i,service_type_ecr_i,service_type_efs,service_type_exec,service_type_ftp_data,service_type_gopher,service_type_http_443,service_type_imap4,service_type_iso_tsap,service_type_klogin,service_type_ldap,service_type_link,service_type_login,service_type_mtp,service_type_name,service_type_netbios_ssn,service_type_netstat,service_type_nnsp,service_type_nntp,service_type_other,service_type_private,service_type_smtp,service_type_ssh,service_type_sunrpc,service_type_supdup,service_type_systat,service_type_telnet,service_type_urp_i,service_type_uucp,service_type_uucp_path,service_type_vmnet,connection_status_RSTO,connection_status_RSTR,connection_status_S0,connection_status_S1,protocol_udp,class
0.05,0.0,0.0,173,0.0,82,1.0,0.0,0.35,0.33,0,0.0,0.02,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.12,0.0,0.0,26,0.0,56,1.0,0.0,0.46,0.46,0,0.0,0.05,0.29,0.0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,36,0.0,255,1.0,0.0,0.03,1.0,0,0.0,0.04,0.0,0.0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,250,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.01,0.0,0.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,213,0.0,172,1.0,0.0,0.01,0.81,0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.03,0.05,0.0,173,0.0,92,1.0,0.0,0.01,0.53,0,0.08,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,122,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.02,0.0,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.0,0.29,0.0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.28,0.0,0.0,100,0.0,25,1.0,0.0,0.45,0.21,0,0.0,0.08,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.03,0.02,0.0,182,0.0,129,1.0,0.88,0.01,0.53,0,0.04,0.02,0.25,0.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.78,0.01,0.0,91,1.0,75,1.0,0.0,0.01,0.15,0,0.74,0.03,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,8,0.0,255,1.0,0.0,0.12,1.0,0,0.0,0.02,0.4,0.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.02,255,0.0,253,0.99,0.0,0.0,0.99,0,0.0,0.0,0.02,0.0,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,21,0.0,255,1.0,0.0,0.05,1.0,0,0.0,0.01,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,10,0.0,255,1.0,0.0,0.1,1.0,0,0.0,0.05,0.17,0.0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,21,0.0,84,1.0,0.0,0.05,1.0,0,0.0,0.08,0.09,0.01,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.09,0.0,0.0,35,0.0,9,1.0,0.0,0.03,0.09,0,0.0,0.22,0.0,0.11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.12,0.0,0.0,32,0.0,186,1.0,0.0,0.03,0.62,0,0.0,0.02,1.0,0.01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,216,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.01,0.2,0.0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.05,0.0,0.0,129,0.0,24,1.0,0.0,0.11,0.11,0,0.0,0.08,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.02,0.0,0.0,127,0.0,39,1.0,0.0,0.03,0.03,0,0.0,0.05,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.06,0.0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,19,0.0,255,1.0,1.0,0.05,1.0,0,0.0,0.08,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,normal
0.0,0.0,0.0,21,0.0,21,1.0,0.0,0.05,1.0,0,0.0,0.0,0.0,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,8,0.0,255,1.0,0.0,0.12,1.0,0,0.0,0.05,0.0,0.02,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,45,0.0,255,1.0,0.0,0.02,1.0,0,0.0,0.04,0.0,0.0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.01,0.0,22,0.0,255,1.0,0.0,0.05,1.0,0,0.0,0.03,0.0,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.18,0.0,0.0,22,0.0,130,1.0,0.0,0.05,0.68,0,0.0,0.02,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,2,0.0,255,1.0,0.0,0.5,1.0,0,0.0,0.03,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.18,0.0,0.0,17,0.0,117,1.0,0.0,0.06,0.12,0,0.0,0.02,1.0,0.01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,68,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.02,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,31,0.0,255,1.0,0.0,0.03,1.0,0,0.0,0.04,0.0,0.0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,250,1.0,0.0,0.01,0.98,0,0.0,0.0,0.0,0.0,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,7,0.0,255,1.0,0.0,0.14,1.0,0,0.0,0.02,0.25,0.0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.02,0.0,0.0,225,0.0,138,1.0,0.0,0.0,0.61,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,10,0.0,255,1.0,0.0,0.1,1.0,0,0.0,0.05,0.0,0.0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,10,0.0,255,1.0,0.0,0.1,1.0,0,0.0,0.05,0.11,0.0,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,24,0.0,255,1.0,0.0,0.04,1.0,0,0.0,0.09,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,239,1.0,0.0,0.0,0.94,0,0.0,0.0,0.01,0.0,160,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,17,0.0,17,1.0,0.0,0.06,1.0,0,0.0,0.0,0.06,0.0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.12,0.0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,41,0.0,91,1.0,0.0,0.02,1.0,0,0.0,0.08,0.0,0.0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.25,0.0,0.0,8,0.0,11,1.0,0.0,0.12,0.12,0,0.0,0.27,0.0,0.27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,5,0.0,255,1.0,0.25,0.4,1.0,0,0.0,0.03,0.5,0.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,normal
0.0,0.0,0.0,88,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.05,0.0,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.01,0.0,7,0.0,254,1.0,0.0,0.14,1.0,0,0.0,0.03,0.15,0.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,253,0.0,253,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.86,0.0,0.5,255,0.0,2,0.5,0.0,1.0,0.01,0,0.0,0.0,0.0,0.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.07,0.0,0.0,83,0.0,147,1.0,0.0,0.01,0.45,0,0.0,0.01,0.0,0.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.82,0.05,0.0,87,0.0,43,1.0,0.0,0.01,0.2,0,0.78,0.05,0.0,0.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,254,1.0,0.0,0.0,1.0,0,0.0,0.0,0.01,0.0,173,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.04,0.0,0.0,116,0.0,84,1.0,0.0,0.01,0.7,0,0.0,0.02,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.92,0.0,22,1.0,25,1.0,0.0,0.05,1.0,0,1.0,0.08,0.0,0.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,231,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.01,0.0,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,39,0.0,255,1.0,0.0,0.03,1.0,0,0.0,0.04,0.0,0.0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.17,0.0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,33,0.0,37,1.0,0.0,0.03,1.0,0,0.0,0.05,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.02,0.0,0.0,218,0.0,142,1.0,0.0,0.0,0.53,0,0.0,0.01,0.0,0.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.19,0.0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.84,0.0,2,1.0,253,1.0,0.0,0.5,1.0,0,1.0,0.04,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,185,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.01,0.0,0.0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.1,0.0,0.0,20,0.0,18,1.0,0.0,0.9,0.9,0,0.0,0.0,0.0,0.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.08,0.0,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,220,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.02,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,1.0,0.0,2,1.0,160,1.0,0.0,0.5,1.0,0,1.0,0.04,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.02,0.0,0.0,84,0.0,66,1.0,0.0,0.01,0.79,0,0.0,0.0,0.0,0.0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.03,0.0,0.0,240,0.0,28,1.0,0.0,0.12,0.12,0,0.0,0.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.05,0.0,0.0,113,0.0,74,1.0,0.0,0.46,0.46,0,0.0,0.03,0.1,0.0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.73,0.0,0.6,255,0.0,1,0.2,0.0,0.99,0.0,0,0.0,0.0,0.0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,184,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.01,0.0,0.0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.11,0.0,0.0,44,0.0,1,1.0,0.0,0.02,0.02,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,33,0.0,255,1.0,0.0,0.03,1.0,0,0.0,0.06,0.0,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,83,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.02,0.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,7,0.0,255,1.0,0.0,0.14,1.0,0,0.0,0.01,0.18,0.0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,254,0.0,170,1.0,0.0,0.0,0.67,0,0.0,0.0,0.01,0.0,154,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,204,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.02,0.0,0.0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,253,1.0,0.0,0.0,0.99,0,0.0,0.0,0.01,0.0,282,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,109,0.0,145,1.0,0.0,0.01,1.0,0,0.0,0.01,0.0,0.0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,210,1.0,0.0,0.0,0.82,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,27,0.0,255,1.0,0.0,0.04,1.0,0,0.0,0.02,0.0,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,5,0.0,5,1.0,0.0,0.2,1.0,0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
